Tahun,Provinsi,Jenis Ikan,Volume (ton),Nilai (Rp. Juta),Harga Rata-Rata Tertimbang (Rp/kg)
2022,JAWA TIMUR,UDANG JAMBRET,123.69,1838,91000
2022,JAWA TIMUR,RUMPUT LAUT ACANTHOPHORA SPICIFERA,120.0,720,6000
2022,JAWA TIMUR,CENDRO,115.57,1157,42170
2022,JAWA TIMUR,KIPER,109.4,2791,25513
2022,JAWA TIMUR,TERIPANG PUTIH,108.0,1483,24782
2022,JAWA TIMUR,TENGGIRI BATANG; TENGGIRI INDIA,107.66,7017,180711
2022,JAWA TIMUR,MANYUNG JAHAL,100.28,2134,68872
2022,JAWA TIMUR,ALU-ALU GIGI GERGAJI; BARAKUDA GIGI GERGAJI,97.17,1741,34451
2022,JAWA TIMUR,TODAK,96.6,3864,40000
2022,JAWA TIMUR,BAUNG PUTIH,94.32,2007,168943
2022,JAWA TIMUR,BETOK,86.96,995,58487
2022,JAWA TIMUR,UDANG DANAU,85.13,2755,207233
2022,JAWA TIMUR,TERI SAMOAN,79.9,799,10000
2022,JAWA TIMUR,KERAPU BATIK,79.06,4313,54552
2022,JAWA TIMUR,KAPASAN,78.9,794,20165
2022,JAWA TIMUR,UDANG GALAH,76.46,3543,280702
2022,JAWA TIMUR,TALANG-TALANG TOTOL,73.8,603,8165
2022,JAWA TIMUR,SUNGLIR,73.55,1670,122216
2022,JAWA TIMUR,BELUT SAWAH; REMANG SAWAH,67.54,2428,188748
2022,JAWA TIMUR,LOBSTER,65.38,17766,545738
2022,JAWA TIMUR,BETUTU,65.08,1784,152681
2022,JAWA TIMUR,SEPAT SIAM,60.99,377,21858
2022,JAWA TIMUR,PETEK PUGNOSE,60.4,302,5000
2022,JAWA TIMUR,GOLOK-GOLOK,59.81,1695,183466
2022,JAWA TIMUR,TALANG-TALANG,58.04,791,91695
2022,JAWA TIMUR,BAWAL LONJONG,57.36,1950,34000
2022,JAWA TIMUR,UDANG ALOHA,56.73,1646,83000
2022,JAWA TIMUR,KAKAP MERAH UTARA,56.51,2240,95789
2022,JAWA TIMUR,PEDANG,52.9,1164,22000
2022,JAWA TIMUR,PATIN,52.82,1071,128311
2022,JAWA TIMUR,ALU-ALU OBTUSE; BARAKUDA OBTUSE,48.65,1119,46000
2022,JAWA TIMUR,SELAR HIJAU,47.58,945,111194
2022,JAWA TIMUR,LAYANG BIRU,44.81,723,32511
2022,JAWA TIMUR,UDANG KROSOK,39.8,786,19750
2022,JAWA TIMUR,TERI INDIAN,39.61,410,20366
2022,JAWA TIMUR,SELAR JANTAN,36.8,473,12848
2022,JAWA TIMUR,KAKAP JENAHA,34.85,1099,67496
2022,JAWA TIMUR,KUWE BIBIR TEBAL,33.77,1857,55000
2022,JAWA TIMUR,BEUNTEUR,32.8,694,125253
2022,JAWA TIMUR,LOBSTER BATIK,32.0,8000,250000
2022,JAWA TIMUR,BELANAK SIPIT,31.94,416,25041
2022,JAWA TIMUR,GENGGEHEK,31.38,624,73883
2022,JAWA TIMUR,TENGGIRI PAPAN,29.1,1616,146714
2022,JAWA TIMUR,UDANG RAJA CEPLOK MERAH,28.81,3078,224656
2022,JAWA TIMUR,JAPUH,27.63,112,4061
2022,JAWA TIMUR,LOBSTER BATU,27.34,7301,554442
2022,JAWA TIMUR,BELIDA,26.61,532,20000
2022,JAWA TIMUR,PISANG-PISANG,25.61,640,25000
2022,JAWA TIMUR,KERAPU BALONG,25.1,878,35000
2022,JAWA TIMUR,SIDAT,24.15,950,135634
2022,JAWA TIMUR,BARONANG ANGIN,24.05,331,29891
2022,JAWA TIMUR,GULAMAH KUNING,23.98,330,13766
2022,JAWA TIMUR,LOBSTER BAMBU,22.83,6636,1252139
2022,JAWA TIMUR,TERUBUK,21.4,535,25000
2022,JAWA TIMUR,SIRO,20.6,711,34515
2022,JAWA TIMUR,KAKATUA,20.43,628,62500
2022,JAWA TIMUR,SIMPING,20.06,232,26424
2022,JAWA TIMUR,KERAPU KAYU; KERAPU LUMPUR,19.43,680,35000
2022,JAWA TIMUR,UDANG BINTIK MERAH,17.44,436,25000
2022,JAWA TIMUR,GURAME; GURAMI,17.4,348,20000
2022,JAWA TIMUR,TAPAH,17.1,445,26000
2022,JAWA TIMUR,UDANG BERAS,16.44,576,35000
2022,JAWA TIMUR,LALAWAK,13.85,236,17000
2022,JAWA TIMUR,MAKEREL BLACKSAIL SNAKE,13.64,260,74008
2022,JAWA TIMUR,KATAK HIJAU,13.43,458,107843
2022,JAWA TIMUR,SEPAT RAWA,13.26,102,40508
2022,JAWA TIMUR,KUWE RAMBUT,11.6,392,33793
2022,JAWA TIMUR,BAWAL SABIT,10.58,391,37000
2022,JAWA TIMUR,UDANG VANAME,9.8,661,67474
2022,JAWA TIMUR,KIPER LAUT,8.7,44,5000
2022,JAWA TIMUR,HIU PILUS,7.3,88,12000
2022,JAWA TIMUR,BETOK LAUT,7.2,50,7000
2022,JAWA TIMUR,PARI KELELAWAR,6.85,72,54906
2022,JAWA TIMUR,PARI HIDUNG,6.23,93,15000
2022,JAWA TIMUR,UDANG MANTIS,6.1,529,288000
2022,JAWA TIMUR,SILI; TILAN,5.83,133,71000
2022,JAWA TIMUR,SETAN MERAH,5.8,27,7038
2022,JAWA TIMUR,LOBSTER MUTIARA,4.99,2454,1037837
2022,JAWA TIMUR,MAKEREL ULAR; MAKEREL ROUDI ESCOLAR,4.11,75,18213
2022,JAWA TIMUR,HAMPALA,4.1,144,35000
2022,JAWA TIMUR,PEPEREK CALINGCING,3.79,19,12070
2022,JAWA TIMUR,UDANG KARANG,3.54,588,166220
2022,JAWA TIMUR,ALU-ALU MATA BESAR; BARAKUDA MATA BESAR,3.54,89,50000
2022,JAWA TIMUR,TERBANG; TORANI,2.6,39,15000
2022,JAWA TIMUR,KERANG HIJAU,2.5,50,40000
2022,JAWA TIMUR,UDANG PASIR,2.0,60,30000
2022,JAWA TIMUR,SERINDING TEMBAKAU,1.14,9,8362
2022,JAWA TIMUR,KERAPU BATU,1.1,60,55000
2022,JAWA TIMUR,KAKATUA BIRU,1.0,29,29000
2022,JAWA TIMUR,RUMPUT LAUT SARGASSUM MUTICUM,0.7,4,5186
2022,JAWA TIMUR,LAYANG EKOR MERAH,0.4,9,21500
2022,JAWA TIMUR,PARI BABI,0.33,3,8595
2022,JAWA TIMUR,REMIS,0.3,3,10240
2022,JAWA TIMUR,KETANG-KETANG,0.29,5,16000
2022,JAWA TIMUR,LAYUR MERAH,0.23,5,22530
2022,JAWA TIMUR,TIRAM BATU; TIRAM TEMBAKAU,0.2,7,32850
2022,JAWA TIMUR,KERAPU LODI,0.19,9,45000
2022,JAWA TIMUR,SENUK,0.13,2,15000
2022,JAWA TIMUR,HIU BOTOL,0.11,2,20000
2022,JAWA TIMUR,SEBELAH; TERABIS,0.09,2,24520
2022,JAWA TIMUR,CUCUT LANJAM,0.08,1,6500
2022,JAWA TIMUR,MARLIN LORENG,0.05,2,35000
2023,JAWA TIMUR,LEMURU,43444.85,243456,68344
2023,JAWA TIMUR,TEMBANG,26584.61,147119,69881
2023,JAWA TIMUR,KURISI,22004.42,432294,279154
2023,JAWA TIMUR,SWANGGI,19232.11,365766,203339
2023,JAWA TIMUR,TONGKOL ABU-ABU,16939.35,336980,201076
2023,JAWA TIMUR,CUMI-CUMI,16368.15,814661,783514
2023,JAWA TIMUR,LAYANG LIDI; LAYAR DELES,15303.89,190849,131764
2023,JAWA TIMUR,KEMBUNG,14911.28,276049,300251
2023,JAWA TIMUR,LAYANG,13987.05,167639,124787
2023,JAWA TIMUR,LAYANG BENGGOL,13971.27,198337,210061
2023,JAWA TIMUR,KUNIRAN; BIJI NANGKA,13848.15,206473,179630
2023,JAWA TIMUR,KERANG DARAH,12818.6,87406,151838
2023,JAWA TIMUR,TERI NASI,11422.54,284990,248524
2023,JAWA TIMUR,TONGKOL KOMO,11412.61,250412,247392
2023,JAWA TIMUR,TONGKOL LISONG,11362.8,131427,79078
2023,JAWA TIMUR,MANYUNG BESAR,11280.66,286854,249005
2023,JAWA TIMUR,CAKALANG,10407.9,168272,220009
2023,JAWA TIMUR,PEPEREK TOPANG,10396.97,59791,63122
2023,JAWA TIMUR,TERI INDIAN,10276.81,82251,42277
2023,JAWA TIMUR,LAYUR,10159.2,227750,511200
2023,JAWA TIMUR,PEPEREK BONDOLAN,10099.98,48834,78922
2023,JAWA TIMUR,GULAMAH,9384.51,105215,233726
2023,JAWA TIMUR,RAJUNGAN,8845.76,621938,839244
2023,JAWA TIMUR,KAKAP MERAH,8552.39,415599,656253
2023,JAWA TIMUR,KAPAS-KAPAS,7537.92,72314,79207
2023,JAWA TIMUR,TERI GEPENG,7370.77,69300,73628
2023,JAWA TIMUR,BELANAK,7025.07,113878,229304
2023,JAWA TIMUR,SELANGET,7006.73,20133,16864
2023,JAWA TIMUR,SELAR KUNING,6641.79,105710,189918
2023,JAWA TIMUR,TONGKOL,6579.83,128300,185238
2023,JAWA TIMUR,LAYANG ANGGUR,6304.1,94211,93795
2023,JAWA TIMUR,KERAPU LUMPUR,6289.34,250642,333133
2023,JAWA TIMUR,TONGKOL BANYAR,6152.01,97139,272211
2023,JAWA TIMUR,TENGGIRI,5567.76,277919,876951
2023,JAWA TIMUR,BELOSO,5519.95,60609,90572
2023,JAWA TIMUR,KUWE,4784.54,164597,352398
2023,JAWA TIMUR,KEMBUNG PEREMPUAN,4385.0,92307,144625
2023,JAWA TIMUR,KERANG PUTIH; KUPANG,4189.8,4051,1900
2023,JAWA TIMUR,UDANG PUTIH; UDANG API-API,4059.75,218859,706731
2023,JAWA TIMUR,SLENGSENG,4017.63,45485,52400
2023,JAWA TIMUR,KAKAP MERAH BAKAU,3964.33,232528,86001
2023,JAWA TIMUR,MAKEREL ULAR; MAKEREL ROUDI ESCOLAR,3881.61,48711,72690
2023,JAWA TIMUR,BARONANG,3798.75,109770,183418
2023,JAWA TIMUR,GURITA,3680.97,131365,245596
2023,JAWA TIMUR,UDANG GROGO,3669.59,84659,32548
2023,JAWA TIMUR,BIJI NANGKA KARANG,3469.92,45747,42309
2023,JAWA TIMUR,BAWAL HITAM,3396.05,128959,858683
2023,JAWA TIMUR,TUNA SIRIP KUNING; MADIDIHANG,3361.66,88386,188877
2023,JAWA TIMUR,KUWE SIRIP KUNING,3305.91,122278,67017
2023,JAWA TIMUR,AYAM-AYAM; KAMBING-KAMBING,3217.26,80854,150120
2023,JAWA TIMUR,PARI KEMBANG,3118.44,62509,214216
2023,JAWA TIMUR,SEMAR,2972.77,29789,117962
2023,JAWA TIMUR,ALU-ALU BESAR; BARAKUDA BESAR,2940.4,44096,243845
2023,JAWA TIMUR,KAKAP PUTIH; BARAMUNDI,2900.91,121053,483043
2023,JAWA TIMUR,UDANG JERBUNG,2788.88,179070,487501
2023,JAWA TIMUR,KANTUNG SEMAR,2686.05,20676,17670
2023,JAWA TIMUR,KURO; SENANGIN,2637.21,83259,193526
2023,JAWA TIMUR,NILA,2178.7,39328,531127
2023,JAWA TIMUR,BULU AYAM,2152.88,32288,19000
2023,JAWA TIMUR,EKOR KUNING,2137.03,50082,133518
2023,JAWA TIMUR,PUCUK NIPAH,1726.4,54365,31490
2023,JAWA TIMUR,KUWE SEMAR,1681.19,24043,54297
2023,JAWA TIMUR,BAMBANGAN,1558.46,83640,158925
2023,JAWA TIMUR,KERAPU KARANG,1460.68,37442,248939
2023,JAWA TIMUR,KEMBUNG LELAKI,1452.42,31934,169940
2023,JAWA TIMUR,TAWES,1397.6,19617,409972
2023,JAWA TIMUR,PARI KEKEH,1301.3,22289,85104
2023,JAWA TIMUR,LENCAM,1285.51,31355,85926
2023,JAWA TIMUR,JULUNG-JULUNG,1276.1,13291,73351
2023,JAWA TIMUR,REMANG,1212.55,30622,130814
2023,JAWA TIMUR,MUJAIR,1204.49,15797,254369
2023,JAWA TIMUR,SELAR BENTONG,1201.78,18295,146758
2023,JAWA TIMUR,SEBELAH,1157.66,22884,138749
2023,JAWA TIMUR,KERONG-KERONG,1106.25,32766,78910
2023,JAWA TIMUR,TERI KUNING,1100.83,11150,18144
2023,JAWA TIMUR,GANDU,1088.75,19559,17965
2023,JAWA TIMUR,SELAR BULAT,1079.8,20644,19118
2023,JAWA TIMUR,ALU-ALU SIRIP HITAM; BARAKUDA SIRIP HITAM,1074.56,14464,23933
2023,JAWA TIMUR,IKAN DEMERSAL LAINNYA,1037.1,12066,11634
2023,JAWA TIMUR,ALBAKORA,1028.82,29612,111255
2023,JAWA TIMUR,LEMADANG,943.22,18978,315367
2023,JAWA TIMUR,ALU-ALU OBTUSE; BARAKUDA OBTUSE,913.2,16385,50339
2023,JAWA TIMUR,PETEK,849.97,5100,6000
2023,JAWA TIMUR,KENYAR,840.38,18494,55056
2023,JAWA TIMUR,ALU-ALU GIGI GERGAJI; BARAKUDA GIGI GERGAJI,798.7,6713,44820
2023,JAWA TIMUR,TERI SAMOAN,781.0,2745,3515
2023,JAWA TIMUR,GEROT-GEROT,761.62,58512,119080
2023,JAWA TIMUR,SELAR BATANG,727.61,11642,16000
2023,JAWA TIMUR,MAKEREL BLACKSAIL SNAKE,724.62,7521,20840
2023,JAWA TIMUR,KEPITING,715.73,51252,588503
2023,JAWA TIMUR,BAWAL PUTIH,690.91,39714,557487
2023,JAWA TIMUR,TUNA MATA BESAR,639.87,19194,182465
2023,JAWA TIMUR,KERAPU BATIK,589.68,30396,51546
2023,JAWA TIMUR,KEPITING BAKAU,581.15,26293,165769
2023,JAWA TIMUR,KEROT-KEROT,578.56,15617,26994
2023,JAWA TIMUR,HIU LANJAMAN,569.81,12583,84519
2023,JAWA TIMUR,KERAPU SUNU,558.42,24774,454286
2023,JAWA TIMUR,EMPEROR PINKEAR,548.7,15335,27948
2023,JAWA TIMUR,ANGGOLI,541.36,16241,30000
2023,JAWA TIMUR,JAPUH,540.5,1622,6002
2023,JAWA TIMUR,UDANG WINDU,519.93,34731,595000
2023,JAWA TIMUR,TERI BULU AYAM,516.98,9861,59756
2023,JAWA TIMUR,GOLOK-GOLOK,516.06,5900,82133
2023,JAWA TIMUR,SIRO,513.29,1975,35577
2023,JAWA TIMUR,BANDENG,492.31,7678,47720
2023,JAWA TIMUR,PEPEREK CALINGCING,472.83,2125,22972
2023,JAWA TIMUR,TETENGKEK,450.31,4277,126027
2023,JAWA TIMUR,KETING,442.16,5263,160202
2023,JAWA TIMUR,HIU AIR,413.84,8246,19925
2023,JAWA TIMUR,SIPUT,412.6,3570,29459
2023,JAWA TIMUR,HIU KARANG SIRIP HITAM,402.84,10474,26000
2023,JAWA TIMUR,TALANG-TALANG,394.17,4219,133418
2023,JAWA TIMUR,LOBSTER PASIR,391.09,50002,748060
2023,JAWA TIMUR,PARI BURUNG,383.27,8055,94671
2023,JAWA TIMUR,TIRAM,370.9,10991,97993
2023,JAWA TIMUR,BALONG ENAM BAN MELINTANG,362.75,17049,47000
2023,JAWA TIMUR,GABUS,308.12,11679,828825
2023,JAWA TIMUR,LAYARAN,307.69,8988,142273
2023,JAWA TIMUR,MAS,307.23,6013,291458
2023,JAWA TIMUR,CENDRO,287.51,2258,37025
2023,JAWA TIMUR,LELE,270.95,4538,247731
2023,JAWA TIMUR,BESOT,270.77,10284,99646
2023,JAWA TIMUR,MARLIN BIRU,256.5,6412,25000
2023,JAWA TIMUR,KAKAP PUTIH,223.74,9178,207497
2023,JAWA TIMUR,MARLIN HITAM,210.41,5605,192582
2023,JAWA TIMUR,SOTONG,208.09,12973,207279
2023,JAWA TIMUR,KERANG PISAU LIPAT,207.1,2071,10000
2023,JAWA TIMUR,UDANG MANTIS,206.6,1377,291000
2023,JAWA TIMUR,PARAY,206.15,3991,77654
2023,JAWA TIMUR,TERIPANG PASIR; TERIPANG PUTIH,201.3,31269,155333
2023,JAWA TIMUR,KAKAP BATU,199.8,6944,124146
2023,JAWA TIMUR,TODAK,193.9,2972,15325
2023,JAWA TIMUR,UDANG PASIR,191.06,4150,21721
2023,JAWA TIMUR,UDANG VANAME,190.6,4975,111333
2023,JAWA TIMUR,NILEM,173.15,2911,98840
2023,JAWA TIMUR,LOBSTER,160.14,38444,240066
2023,JAWA TIMUR,TERI BAELAMA,157.6,971,6160
2023,JAWA TIMUR,PATIN JAMBAL,155.06,3803,216265
2023,JAWA TIMUR,SUNGLIR,141.47,2773,119437
2023,JAWA TIMUR,ACANG-ACANG BOMBAY,141.1,282,2000
2023,JAWA TIMUR,PINJALO,130.07,3874,55000
2023,JAWA TIMUR,KUWE GERONG,128.44,3225,81554
2023,JAWA TIMUR,BIANG,127.9,3123,24419
2023,JAWA TIMUR,UDANG JAMBRET,126.77,1701,91000
2023,JAWA TIMUR,GABUS LAUT,126.53,3497,27634
2023,JAWA TIMUR,MANYUNG JAHAL,118.76,2375,33000
2023,JAWA TIMUR,MANYUNG HITAM,112.56,1668,39930
2023,JAWA TIMUR,MATA SEBELAH,109.24,1639,15000
2023,JAWA TIMUR,PEDANG,107.3,2361,22000
2023,JAWA TIMUR,UMELA,100.91,2926,29000
2023,JAWA TIMUR,JENAHA,97.46,4024,73453
2023,JAWA TIMUR,PARI TOTOL BIRU,91.84,2296,24995
2023,JAWA TIMUR,BAUNG PUTIH,91.44,2372,278001
2023,JAWA TIMUR,SEPAT RAWA,88.66,559,24776
2023,JAWA TIMUR,KERAPU BALONG,88.4,4252,110000
2023,JAWA TIMUR,KURISI PERAK,85.69,1371,16000
2023,JAWA TIMUR,PATIN,85.04,1633,116670
2023,JAWA TIMUR,KACI-KACI,82.36,2105,60547
2023,JAWA TIMUR,BETOK,75.39,855,45031
2023,JAWA TIMUR,UDANG DANAU,71.65,2303,199353
2023,JAWA TIMUR,LALAWAK,71.34,3163,67000
2023,JAWA TIMUR,REMIS,68.2,1153,16903
2023,JAWA TIMUR,SEMBILANG,67.4,1348,20000
2023,JAWA TIMUR,TERIPANG PUTIH,64.1,1154,18000
2023,JAWA TIMUR,LOBSTER BATU,63.6,14914,234490
2023,JAWA TIMUR,KERAPU MACAN,63.45,3490,54999
2023,JAWA TIMUR,KURISI BALI,63.05,299,19838
2023,JAWA TIMUR,UDANG GALAH,60.23,1563,373250
2023,JAWA TIMUR,LAYANG EKOR MERAH,60.09,674,11209
2023,JAWA TIMUR,PARI KELAPA,59.4,819,27705
2023,JAWA TIMUR,TIGAWAJA,56.94,683,11999
2023,JAWA TIMUR,BELUT SAWAH,53.06,1739,79800
2023,JAWA TIMUR,SEMBILANG BETUL,52.89,890,43295
2023,JAWA TIMUR,LIDAH,46.77,960,91500
2023,JAWA TIMUR,TALANG-TALANG TOTOL,40.9,318,7785
2023,JAWA TIMUR,SELAR HIJAU,40.76,996,112333
2023,JAWA TIMUR,UDANG DOGOL,39.8,1393,35000
2023,JAWA TIMUR,KAKAP MERAH UTARA,32.77,1965,120000
2023,JAWA TIMUR,BEUNTEUR,32.57,760,142080
2023,JAWA TIMUR,TENGGIRI PAPAN,32.03,1941,223518
2023,JAWA TIMUR,BUNTAL,29.97,82,2745
2023,JAWA TIMUR,LOBSTER MUTIARA,27.2,9600,706000
2023,JAWA TIMUR,GULAMAH KUNING,24.16,290,12000
2023,JAWA TIMUR,KAKAP GAJAH,23.73,949,40000
2023,JAWA TIMUR,KUWE LILIN,22.76,413,64792
2023,JAWA TIMUR,GENGGEHEK,21.83,492,59000
2023,JAWA TIMUR,KELALAH,21.46,858,39998
2023,JAWA TIMUR,SIDAT,20.38,794,142434
2023,JAWA TIMUR,SEPAT SIAM,19.59,240,32789
2023,JAWA TIMUR,SIMPING,18.64,221,24317
2023,JAWA TIMUR,KERAPU BEBEK; KERAPU TIKUS,18.1,2312,172857
2023,JAWA TIMUR,LAYUR HITAM,17.87,625,35000
2023,JAWA TIMUR,LOBSTER BATIK,17.2,4300,250000
2023,JAWA TIMUR,KETANG-KETANG,16.63,282,22898
2023,JAWA TIMUR,TAPAH,16.6,531,32000
2023,JAWA TIMUR,UDANG RAJA CEPLOK MERAH,15.72,2293,246329
2023,JAWA TIMUR,BELANAK SIPIT,15.06,176,11671
2023,JAWA TIMUR,KAKAP HITAM,14.84,778,130064
2023,JAWA TIMUR,SILI; TILAN,14.06,598,64746
2023,JAWA TIMUR,PARI BABI,13.55,141,24957
2023,JAWA TIMUR,KERAPU KAYU; KERAPU LUMPUR,13.03,463,107567
2023,JAWA TIMUR,LOBSTER BAMBU,12.73,990,375276
2023,JAWA TIMUR,HIU BIRU,11.21,168,15000
2023,JAWA TIMUR,MANYUNG,9.45,79,35500
2023,JAWA TIMUR,BETUTU,9.08,189,45000
2023,JAWA TIMUR,KAKAKTUA PUTIH,8.4,294,35000
2023,JAWA TIMUR,HIU PILUS,7.3,110,15000
2023,JAWA TIMUR,KATAK HIJAU,7.1,212,29833
2023,JAWA TIMUR,PARI HIDUNG,6.91,93,26192
2023,JAWA TIMUR,UDANG ALOHA,6.83,410,60000
2023,JAWA TIMUR,PADI-PADI HITAM,6.64,166,24997
2023,JAWA TIMUR,ALU-ALU MATA BESAR; BARAKUDA MATA BESAR,6.6,162,24470
2023,JAWA TIMUR,RAJUNGAN ANGIN,6.14,180,29312
2023,JAWA TIMUR,HAMPALA,5.7,200,35000
2023,JAWA TIMUR,SETAN LONGFIN CIGARFISH,5.08,16,3157
2023,JAWA TIMUR,BUNTAL KARANG,4.69,14,3029
2023,JAWA TIMUR,HIU MARTIL,3.38,68,19997
2023,JAWA TIMUR,SEMAH; KANCRA,3.2,320,100000
2023,JAWA TIMUR,SETAN MERAH,3.1,25,8000
2023,JAWA TIMUR,KERANG HIJAU,2.5,20,8000
2023,JAWA TIMUR,TERBANG; TORANI,2.5,38,15000
2023,JAWA TIMUR,PARI MUARA,1.9,27,14023
2023,JAWA TIMUR,KAKATUA BIRU,1.51,68,45000
2023,JAWA TIMUR,KURISI HIJAU,1.09,27,24991
2023,JAWA TIMUR,PARI KELELAWAR,1.01,13,12875
2023,JAWA TIMUR,LAYANG BIRU,1.0,15,15000
2023,JAWA TIMUR,BELANAK JUMPUL,0.99,13,12855
2023,JAWA TIMUR,SEMBILANG KARANG,0.98,19,19000
2023,JAWA TIMUR,GALUH INDIAN,0.59,4,7000
2023,JAWA TIMUR,TENGGIRI BATANG; TENGGIRI INDIA,0.34,18,55000
2023,JAWA TIMUR,KERAPU BATU,0.22,12,56000
2023,JAWA TIMUR,TUNA SIRIP BIRU SELATAN,0.22,9,40000
2023,JAWA TIMUR,SERINDING TEMBAKAU,0.2,1,4000
2023,JAWA TIMUR,GURAME; GURAMI,0.2,6,32500
2023,JAWA TIMUR,BARONANG ANGIN,0.09,1,12488
2024,JAWA TIMUR,LEMURU,26589.06,147358,46775
2024,JAWA TIMUR,TEMBANG GARIS KUNING,26209.34,158093,114729
2024,JAWA TIMUR,CAKALANG,21348.78,408262,214405
2024,JAWA TIMUR,LAYANG DELES,19050.94,225456,132757
2024,JAWA TIMUR,LAYANG BENGGOL,18778.06,212123,189264
2024,JAWA TIMUR,TONGKOL ABU-ABU,18223.38,298465,204780
2024,JAWA TIMUR,SWANGGI BINTIK UNGU,17803.14,290700,123879
2024,JAWA TIMUR,TONGKOL KOMO,17485.41,325065,266064
2024,JAWA TIMUR,KEMBUNG GEPENG,16190.91,287457,289319
2024,JAWA TIMUR,CUMI-CUMI,15976.98,759824,825792
2024,JAWA TIMUR,LAYANG JEPANG,15253.55,180755,152023
2024,JAWA TIMUR,KERANG DARAH,14912.18,104912,117986
2024,JAWA TIMUR,TONGKOL LISONG,14276.89,136906,67830
2024,JAWA TIMUR,TERI,13530.87,137328,82116
2024,JAWA TIMUR,LAYUR KEPALA BESAR,13393.07,309093,489247
2024,JAWA TIMUR,KURISI SIRIP KERDIL,13254.37,177340,26420
2024,JAWA TIMUR,PEPEREK BONDOLAN,12952.07,50509,89043
2024,JAWA TIMUR,TONGKOL KRAI,12873.8,193760,168646
2024,JAWA TIMUR,TEMBANG PUTIH,11720.83,56931,24821
2024,JAWA TIMUR,RAJUNGAN BIASA,9492.53,617890,848764
2024,JAWA TIMUR,TERI GEPENG,9026.92,97734,77920
2024,JAWA TIMUR,TERI NASI GACER,7951.76,233094,192794
2024,JAWA TIMUR,SELAR KUNING,7152.89,102059,181026
2024,JAWA TIMUR,PEPEREK TOPANG,7049.85,38324,51077
2024,JAWA TIMUR,BELANAK,6802.57,100030,179635
2024,JAWA TIMUR,BIJI NANGKA EMAS,6442.74,77525,80771
2024,JAWA TIMUR,MAKEREL ULAR; MAKEREL ROUDI ESCOLAR,6313.12,56336,52138
2024,JAWA TIMUR,TERI NASI DEVISI,6042.14,131713,123814
2024,JAWA TIMUR,TUNA SIRIP KUNING,5990.03,135647,163517
2024,JAWA TIMUR,BELOSO,5477.41,58265,47909
2024,JAWA TIMUR,SELANGET,5397.92,14254,16640
2024,JAWA TIMUR,MANYUNG UTIK,5267.29,94220,99317
2024,JAWA TIMUR,KERANG PUTIH; KUPANG,5200.6,77466,31000
2024,JAWA TIMUR,NILA,5000.46,98189,673751
2024,JAWA TIMUR,LENCAM PASIR MATA BESAR,4940.52,41021,130369
2024,JAWA TIMUR,KAKAP MERAH PESISIR,4715.78,253932,703918
2024,JAWA TIMUR,UDANG DOGOL BELANG,4653.57,167286,604680
2024,JAWA TIMUR,TEMBANG SERISIH,4643.41,13964,11979
2024,JAWA TIMUR,KEMBUNG PEREMPUAN,4631.63,96809,136063
2024,JAWA TIMUR,TENGGIRI,4398.16,232694,944913
2024,JAWA TIMUR,LAYANG ANGGUR,4273.87,61052,109529
2024,JAWA TIMUR,MANYUNG BESAR,4088.21,76242,194724
2024,JAWA TIMUR,KUNIRAN,4000.27,49577,56675
2024,JAWA TIMUR,GURITA,3813.5,139989,314056
2024,JAWA TIMUR,UDANG GROGO,3514.19,27639,51214
2024,JAWA TIMUR,JANGKI KUPU BINTIK HITAM,3502.3,64354,105936
2024,JAWA TIMUR,BAWAL HITAM,3468.43,135917,766685
2024,JAWA TIMUR,PARI KEMBANG,3454.41,64673,237599
2024,JAWA TIMUR,KUWE,3151.46,110751,338211
2024,JAWA TIMUR,SELAR BENTONG,3112.3,55618,125427
2024,JAWA TIMUR,OPAH,2906.49,31520,128633
2024,JAWA TIMUR,BIJI NANGKA MERAH,2898.4,34616,23943
2024,JAWA TIMUR,BAWAL JENGGOT,2806.71,49369,17590
2024,JAWA TIMUR,RENGGANIS,2746.28,12113,53007
2024,JAWA TIMUR,BIJI NANGKA HINDIA,2697.97,36083,53000
2024,JAWA TIMUR,UBUR-UBUR BULAN,2681.73,7918,11235
2024,JAWA TIMUR,BARAMUNDI,2665.41,105942,497171
2024,JAWA TIMUR,UDANG JERBUNG,2639.9,171709,529286
2024,JAWA TIMUR,SENANGIN EMPAT SURAI,2617.45,81568,208503
2024,JAWA TIMUR,BULU AYAM CANGKANG,2567.32,21850,21250
2024,JAWA TIMUR,TAWES,2477.91,38734,590489
2024,JAWA TIMUR,IKAN JAKET BUKUR,2445.14,112098,222836
2024,JAWA TIMUR,SLENGSENG,2428.13,23822,76426
2024,JAWA TIMUR,IKAN AYAM-AYAM,2417.0,29641,77378
2024,JAWA TIMUR,BELOSO BUNTUT KEBO,2280.51,13613,30785
2024,JAWA TIMUR,GULAMA SOLDADO,2222.96,35414,60000
2024,JAWA TIMUR,KURISI JEPANG,2192.52,31471,147268
2024,JAWA TIMUR,ALU-ALU BESAR,2091.08,37289,234486
2024,JAWA TIMUR,KEMBUNG LELAKI,2071.12,50634,236285
2024,JAWA TIMUR,KAPAS-KAPAS BADAN LEBAR,1948.97,14283,31500
2024,JAWA TIMUR,MUJAIR,1916.13,24730,341366
2024,JAWA TIMUR,REMANG PUTIH,1771.47,33658,19000
2024,JAWA TIMUR,LENCAM,1642.98,39567,85181
